muni_j,name_j,muni_vote,party_j,ken,kucode
藍住町, 福山　まさとし,812,幸福実現党,36,2
板野町, 福山　まさとし,348,幸福実現党,36,2
上板町, 福山　まさとし,341,幸福実現党,36,2
つるぎ町, 福山　まさとし,202,幸福実現党,36,2
東みよし町, 福山　まさとし,301,幸福実現党,36,2
高松市（１区）,小川　じゅんや,71661,希望の党,37,1
土庄町,小川　じゅんや,3655,希望の党,37,1
小豆島町,小川　じゅんや,3296,希望の党,37,1
直島町,小川　じゅんや,771,希望の党,37,1
高松市（１区）,平井　たくや,72238,自由民主党,37,1
土庄町,平井　たくや,4044,自由民主党,37,1
小豆島町,平井　たくや,4398,自由民主党,37,1
直島町,平井　たくや,886,自由民主党,37,1
高松市（２区）,せと　隆一,15270,自由民主党,37,2
丸亀市（２区）,せと　隆一,5694,自由民主党,37,2
坂出市,せと　隆一,12553,自由民主党,37,2
さぬき市,せと　隆一,7685,自由民主党,37,2
東かがわ市,せと　隆一,5667,自由民主党,37,2
三木町,せと　隆一,4700,自由民主党,37,2
宇多津町,せと　隆一,3400,自由民主党,37,2
綾川町,せと　隆一,4980,自由民主党,37,2
高松市（２区）,たまき　雄一郎,19073,希望の党,37,2
丸亀市（２区）,たまき　雄一郎,6824,希望の党,37,2
坂出市,たまき　雄一郎,12121,希望の党,37,2
さぬき市,たまき　雄一郎,16467,希望の党,37,2
東かがわ市,たまき　雄一郎,9634,希望の党,37,2
三木町,たまき　雄一郎,7842,希望の党,37,2
宇多津町,たまき　雄一郎,3846,希望の党,37,2
綾川町,たまき　雄一郎,6538,希望の党,37,2
高松市（２区）,河村　ただし,1946,日本共産党,37,2
丸亀市（２区）,河村　ただし,509,日本共産党,37,2
坂出市,河村　ただし,965,日本共産党,37,2
さぬき市,河村　ただし,732,日本共産党,37,2
東かがわ市,河村　ただし,563,日本共産党,37,2
三木町,河村　ただし,570,日本共産党,37,2
宇多津町,河村　ただし,317,日本共産党,37,2
綾川町,河村　ただし,496,日本共産党,37,2
丸亀市（３区）,藤田　伸二,10752,社会民主党,37,3
善通寺市,藤田　伸二,3826,社会民主党,37,3
観音寺市,藤田　伸二,7109,社会民主党,37,3
三豊市,藤田　伸二,8725,社会民主党,37,3
琴平町,藤田　伸二,1164,社会民主党,37,3
多度津町,藤田　伸二,3145,社会民主党,37,3
まんのう町,藤田　伸二,2014,社会民主党,37,3
丸亀市（３区）,大野　敬太郎,20747,自由民主党,37,3
善通寺市,大野　敬太郎,9742,自由民主党,37,3
観音寺市,大野　敬太郎,17650,自由民主党,37,3
三豊市,大野　敬太郎,19474,自由民主党,37,3
琴平町,大野　敬太郎,2785,自由民主党,37,3
多度津町,大野　敬太郎,6167,自由民主党,37,3
まんのう町,大野　敬太郎,5560,自由民主党,37,3
松山市（１区）,塩崎　やすひさ,112930,自由民主党,38,1
松山市（１区）,石本　憲一,18675,日本共産党,38,1
松山市（１区）,富永　きよ,42600,希望の党,38,1
松山市（２区）,西岡　あらた,3573,日本維新の会,38,2
今治市,西岡　あらた,22380,日本維新の会,38,2
東温市,西岡　あらた,2503,日本維新の会,38,2
上島町,西岡　あらた,970,日本維新の会,38,2
松前町,西岡　あらた,2692,日本維新の会,38,2
砥部町,西岡　あらた,1776,日本維新の会,38,2
松山市（２区）,村上　誠一郎,10587,自由民主党,38,2
今治市,村上　誠一郎,30535,自由民主党,38,2
東温市,村上　誠一郎,7013,自由民主党,38,2
上島町,村上　誠一郎,2335,自由民主党,38,2
松前町,村上　誠一郎,6825,自由民主党,38,2
砥部町,村上　誠一郎,5221,自由民主党,38,2
松山市（２区）,一色　一正,1627,日本共産党,38,2
今治市,一色　一正,5257,日本共産党,38,2
東温市,一色　一正,1407,日本共産党,38,2
上島町,一色　一正,302,日本共産党,38,2
松前町,一色　一正,1109,日本共産党,38,2
砥部町,一色　一正,823,日本共産党,38,2
松山市（２区）,横山　ひろゆき,4055,希望の党,38,2
今治市,横山　ひろゆき,8313,希望の党,38,2
東温市,横山　ひろゆき,3160,希望の党,38,2
上島町,横山　ひろゆき,562,希望の党,38,2
松前町,横山　ひろゆき,2926,希望の党,38,2
砥部町,横山　ひろゆき,2028,希望の党,38,2
新居浜市,白石　ひろき,22816.7,自由民主党,38,3
西条市,白石　ひろき,16290.7,自由民主党,38,3
四国中央市,白石　ひろき,14802.7,自由民主党,38,3
新居浜市,国田　むつみ,2345,日本共産党,38,3
西条市,国田　むつみ,1982,日本共産党,38,3
四国中央市,国田　むつみ,1899,日本共産党,38,3
新居浜市,森田　こうじ,973,幸福実現党,38,3
西条市,森田　こうじ,1002,幸福実現党,38,3
四国中央市,森田　こうじ,666,幸福実現党,38,3
新居浜市,白石　洋一,25117.3,希望の党,38,3
西条市,白石　洋一,27737.3,希望の党,38,3
四国中央市,白石　洋一,18124.3,希望の党,38,3
宇和島市,山本　公一,20071,自由民主党,38,4
八幡浜市,山本　公一,8140,自由民主党,38,4
大洲市,山本　公一,11014,自由民主党,38,4
伊予市,山本　公一,9391,自由民主党,38,4
久万高原町,山本　公一,10389,自由民主党,38,4
西予市,山本　公一,2896,自由民主党,38,4
内子町,山本　公一,4915,自由民主党,38,4
伊方町,山本　公一,3053,自由民主党,38,4
松野町,山本　公一,1256,自由民主党,38,4
鬼北町,山本　公一,3033,自由民主党,38,4
愛南町,山本　公一,6431,自由民主党,38,4
宇和島市,桜内　ふみき,13802,希望の党,38,4
八幡浜市,桜内　ふみき,6775,希望の党,38,4
大洲市,桜内　ふみき,7219,希望の党,38,4
伊予市,桜内　ふみき,6257,希望の党,38,4
久万高原町,桜内　ふみき,7893,希望の党,38,4
西予市,桜内　ふみき,1198,希望の党,38,4
内子町,桜内　ふみき,2780,希望の党,38,4
伊方町,桜内　ふみき,1879,希望の党,38,4
松野町,桜内　ふみき,1123,希望の党,38,4
鬼北町,桜内　ふみき,2445,希望の党,38,4
愛南町,桜内　ふみき,5410,希望の党,38,4
宇和島市,西井　直人,2800,日本共産党,38,4
八幡浜市,西井　直人,1213,日本共産党,38,4
大洲市,西井　直人,1435,日本共産党,38,4
伊予市,西井　直人,1178,日本共産党,38,4
久万高原町,西井　直人,1542,日本共産党,38,4
西予市,西井　直人,376,日本共産党,38,4
内子町,西井　直人,658,日本共産党,38,4
伊方町,西井　直人,249,日本共産党,38,4
松野町,西井　直人,144,日本共産党,38,4
鬼北町,西井　直人,415,日本共産党,38,4
愛南町,西井　直人,738,日本共産党,38,4
高知市（１区）,大石　宗,23302,希望の党,39,1
室戸市,大石　宗,2427,希望の党,39,1
安芸市,大石　宗,2296,希望の党,39,1
南国市,大石　宗,5065,希望の党,39,1
香南市,大石　宗,4590,希望の党,39,1
香美市,大石　宗,3471,希望の党,39,1
東洋町,大石　宗,375,希望の党,39,1
奈半利町,大石　宗,451,希望の党,39,1
田野町,大石　宗,385,希望の党,39,1
安田町,大石　宗,407,希望の党,39,1
北川村,大石　宗,211,希望の党,39,1
馬路村,大石　宗,128,希望の党,39,1
芸西村,大石　宗,385,希望の党,39,1
本山町,大石　宗,498,希望の党,39,1
大豊町,大石　宗,545,希望の党,39,1
土佐町,大石　宗,600,希望の党,39,1
大川村,大石　宗,54,希望の党,39,1
高知市（１区）,松本　けんじ,14209,日本共産党,39,1
室戸市,松本　けんじ,427,日本共産党,39,1
安芸市,松本　けんじ,1345,日本共産党,39,1
南国市,松本　けんじ,3280,日本共産党,39,1
香南市,松本　けんじ,1963,日本共産党,39,1
香美市,松本　けんじ,2270,日本共産党,39,1
東洋町,松本　けんじ,96,日本共産党,39,1
奈半利町,松本　けんじ,230,日本共産党,39,1
田野町,松本　けんじ,347,日本共産党,39,1
安田町,松本　けんじ,114,日本共産党,39,1
北川村,松本　けんじ,85,日本共産党,39,1
馬路村,松本　けんじ,58,日本共産党,39,1
芸西村,松本　けんじ,269,日本共産党,39,1
本山町,松本　けんじ,322,日本共産党,39,1
大豊町,松本　けんじ,263,日本共産党,39,1
土佐町,松本　けんじ,244,日本共産党,39,1
大川村,松本　けんじ,20,日本共産党,39,1
高知市（１区）,中谷　元,40871,自由民主党,39,1
室戸市,中谷　元,2891,自由民主党,39,1
安芸市,中谷　元,4161,自由民主党,39,1
南国市,中谷　元,9824,自由民主党,39,1
香南市,中谷　元,8197,自由民主党,39,1
香美市,中谷　元,6649,自由民主党,39,1
東洋町,中谷　元,732,自由民主党,39,1
奈半利町,中谷　元,933,自由民主党,39,1
田野町,中谷　元,700,自由民主党,39,1
安田町,中谷　元,917,自由民主党,39,1
北川村,中谷　元,467,自由民主党,39,1
馬路村,中谷　元,349,自由民主党,39,1
芸西村,中谷　元,939,自由民主党,39,1
本山町,中谷　元,1185,自由民主党,39,1
大豊町,中谷　元,1358,自由民主党,39,1
土佐町,中谷　元,1320,自由民主党,39,1
大川村,中谷　元,182,自由民主党,39,1
高知市（２区）,広田　一,29128,無所属,39,2
土佐市,広田　一,6833,無所属,39,2
須崎市,広田　一,5756,無所属,39,2
宿毛市,広田　一,5879,無所属,39,2
土佐清水市,広田　一,5498,無所属,39,2
四万十市,広田　一,9343,無所属,39,2
いの町,広田　一,6551,無所属,39,2
仁淀川町,広田　一,1482,無所属,39,2
中土佐町,広田　一,1938,無所属,39,2
佐川町,広田　一,3684,無所属,39,2
越知町,広田　一,1433,無所属,39,2
檮原町,広田　一,795,無所属,39,2
日高村,広田　一,1338,無所属,39,2
津野町,広田　一,1776,無所属,39,2
四万十町,広田　一,5402,無所属,39,2
大月町,広田　一,1563,無所属,39,2
三原村,広田　一,565,無所属,39,2
黒潮町,広田　一,3215,無所属,39,2
高知市（２区）,山本　有二,19306,自由民主党,39,2
土佐市,山本　有二,5002,自由民主党,39,2
須崎市,山本　有二,4341,自由民主党,39,2
宿毛市,山本　有二,4984,自由民主党,39,2
土佐清水市,山本　有二,2805,自由民主党,39,2
四万十市,山本　有二,8155,自由民主党,39,2
いの町,山本　有二,5056,自由民主党,39,2
仁淀川町,山本　有二,1819,自由民主党,39,2
中土佐町,山本　有二,1525,自由民主党,39,2
佐川町,山本　有二,2821,自由民主党,39,2
越知町,山本　有二,1728,自由民主党,39,2
檮原町,山本　有二,1647,自由民主党,39,2
日高村,山本　有二,1333,自由民主党,39,2
津野町,山本　有二,1558,自由民主党,39,2
四万十町,山本　有二,3965,自由民主党,39,2
大月町,山本　有二,1548,自由民主党,39,2
三原村,山本　有二,527,自由民主党,39,2
黒潮町,山本　有二,2909,自由民主党,39,2
福岡市東区,山本　ごうせい,33842,立憲民主党,40,1
福岡市博多区,山本　ごうせい,17221,立憲民主党,40,1
福岡市東区,石井　ひでとし,21289,希望の党,40,1
福岡市博多区,石井　ひでとし,14581,希望の党,40,1
福岡市東区,立川　孝彦,9348,日本共産党,40,1
福岡市博多区,立川　孝彦,4810,日本共産党,40,1
福岡市東区,井上　たかひろ,56250,自由民主党,40,1
福岡市博多区,井上　たかひろ,41527,自由民主党,40,1
福岡市中央区,おにき　誠,40882,自由民主党,40,2
福岡市南区（2区）,おにき　誠,44925,自由民主党,40,2
福岡市城南区（2区）,おにき　誠,23291,自由民主党,40,2
福岡市中央区,いなとみ　修二,31615,希望の党,40,2
福岡市南区（2区）,いなとみ　修二,46364,希望の党,40,2
福岡市城南区（2区）,いなとみ　修二,22959,希望の党,40,2
福岡市中央区,松尾　りつ子,6435,日本共産党,40,2
福岡市南区（2区）,松尾　りつ子,7026,日本共産党,40,2
福岡市城南区（2区）,松尾　りつ子,4133,日本共産党,40,2
福岡市城南区（3区）,山内　康一,2207,立憲民主党,40,3
福岡市早良区,山内　康一,38494,立憲民主党,40,3
福岡市西区,山内　康一,35990,立憲民主党,40,3
糸島市,山内　康一,18081,立憲民主党,40,3
福岡市城南区（3区）,古賀　あつし,3425,自由民主党,40,3
福岡市早良区,古賀　あつし,54229,自由民主党,40,3
福岡市西区,古賀　あつし,50972,自由民主党,40,3
糸島市,古賀　あつし,27873,自由民主党,40,3
宗像市,宮内　ひでき,23496,自由民主党,40,4
古賀市,宮内　ひでき,14617,自由民主党,40,4
福津市,宮内　ひでき,15482,自由民主党,40,4
宇美町,宮内　ひでき,8613,自由民主党,40,4
篠栗町,宮内　ひでき,7088,自由民主党,40,4
志免町,宮内　ひでき,9677,自由民主党,40,4
須恵町,宮内　ひでき,6275,自由民主党,40,4
新宮町,宮内　ひでき,7510,自由民主党,40,4
久山町,宮内　ひでき,2361,自由民主党,40,4
粕屋町,宮内　ひでき,9607,自由民主党,40,4
宗像市,かわの　正美,11109,日本維新の会,40,4
古賀市,かわの　正美,7242,日本維新の会,40,4
福津市,かわの　正美,7401,日本維新の会,40,4
宇美町,かわの　正美,4358,日本維新の会,40,4
篠栗町,かわの　正美,3900,日本維新の会,40,4
志免町,かわの　正美,5056,日本維新の会,40,4
須恵町,かわの　正美,3034,日本維新の会,40,4
新宮町,かわの　正美,3911,日本維新の会,40,4
久山町,かわの　正美,976,日本維新の会,40,4
粕屋町,かわの　正美,4439,日本維新の会,40,4
宗像市,しんどめ　清隆,9501,日本共産党,40,4
古賀市,しんどめ　清隆,4193,日本共産党,40,4
福津市,しんどめ　清隆,5253,日本共産党,40,4
宇美町,しんどめ　清隆,2251,日本共産党,40,4
篠栗町,しんどめ　清隆,2093,日本共産党,40,4
志免町,しんどめ　清隆,2474,日本共産党,40,4
須恵町,しんどめ　清隆,1552,日本共産党,40,4
新宮町,しんどめ　清隆,1908,日本共産党,40,4
久山町,しんどめ　清隆,522,日本共産党,40,4
粕屋町,しんどめ　清隆,2593,日本共産党,40,4
福岡市南区（5区）,原田　よしあき,6565,自由民主党,40,5
筑紫野市,原田　よしあき,22846,自由民主党,40,5
春日市,原田　よしあき,26067,自由民主党,40,5
大野城市,原田　よしあき,22478,自由民主党,40,5
太宰府市,原田　よしあき,16123,自由民主党,40,5
朝倉市,原田　よしあき,12920,自由民主党,40,5
那珂川町,原田　よしあき,9830,自由民主党,40,5
筑前町,原田　よしあき,6217,自由民主党,40,5
東峰村,原田　よしあき,712,自由民主党,40,5
福岡市南区（5区）,くすだ　大蔵,4249,希望の党,40,5
筑紫野市,くすだ　大蔵,20612,希望の党,40,5
春日市,くすだ　大蔵,18353,希望の党,40,5
大野城市,くすだ　大蔵,16569,希望の党,40,5
